Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 [210] stbi__load_and_postprocess_8bit(stbi__context*, int*, int*, int*, int) (stb_image.h) [155] Matrix::Matrix(std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >) [196] std::_Sp_counted_ptr_inplace<std::packaged_task<void (int)>, std::allocator<std::packaged_task<void (int)> >, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
  [38] TextManager::renderText(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, float, float, float, Vec3) [43] Matrix::Matrix() [199] std::_Sp_counted_ptr_inplace<std::packaged_task<void (int)>, std::allocator<std::packaged_task<void (int)> >, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  [90] TextManager::init()    [50] Matrix::~Matrix()     [226] std::_Sp_counted_ptr_inplace<std::atomic<bool>, std::allocator<std::atomic<bool> >, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
  [53] TextManager::print(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, double) [166] Matrix::operator=(Matrix const&) [227] std::_Sp_counted_ptr_inplace<std::atomic<bool>, std::allocator<std::atomic<bool> >, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  [37] TextManager::tickPrint() [60] Matrix::operator*=(Matrix const&) [20] std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand()
  [79] VoxelGenerator::initialize(int, bool) [249] Object::setProjMat(Matrix) [233] void std::deque<std::function<void (int)>*, std::allocator<std::function<void (int)>*> >::_M_push_back_aux<std::function<void (int)>* const&>(std::function<void (int)>* const&)
  [14] VoxelGenerator::initialize(unsigned int) [184] Object::Object() [66] void std::vector<Vec2, std::allocator<Vec2> >::_M_realloc_insert<Vec2 const&>(__gnu_cxx::__normal_iterator<Vec2*, std::vector<Vec2, std::allocator<Vec2> > >, Vec2 const&)
  [25] VoxelGenerator::gradientDotV(int, float, float, float) [182] Object::~Object() [45] void std::vector<Vec3, std::allocator<Vec3> >::_M_realloc_insert<Vec3>(__gnu_cxx::__normal_iterator<Vec3*, std::vector<Vec3, std::allocator<Vec3> > >, Vec3&&)
  [80] VoxelGenerator::shuffleTables(int, int) [221] Shader::checkCompileErrors(unsigned int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [168] void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
   [9] VoxelGenerator::getWorleyValueAt(float, float, float) [235] Shader::Shader(char const*, char const*) [219] void std::vector<Chunk*, std::allocator<Chunk*> >::_M_realloc_insert<Chunk*>(__gnu_cxx::__normal_iterator<Chunk**, std::vector<Chunk*, std::allocator<Chunk*> > >, Chunk*&&)
  [61] VoxelGenerator::createPerlinGradient(unsigned int) [238] Shader::~Shader() [185] void std::vector<std::vector<std::pair<Chunk::bloc, Vec3>, std::allocator<std::pair<Chunk::bloc, Vec3> > >, std::allocator<std::vector<std::pair<Chunk::bloc, Vec3>, std::allocator<std::pair<Chunk::bloc, Vec3> > > > >::_M_realloc_insert<std::vector<std::pair<Chunk::bloc, Vec3>, std::allocator<std::pair<Chunk::bloc, Vec3> > > >(__gnu_cxx::__normal_iterator<std::vector<std::pair<Chunk::bloc, Vec3>, std::allocator<std::pair<Chunk::bloc, Vec3> > >*, std::vector<std::vector<std::pair<Chunk::bloc, Vec3>, std::allocator<std::pair<Chunk::bloc, Vec3> > >, std::allocator<std::vector<std::pair<Chunk::bloc, Vec3>, std::allocator<std::pair<Chunk::bloc, Vec3> > > > > >, std::vector<std::pair<Chunk::bloc, Vec3>, std::allocator<std::pair<Chunk::bloc, Vec3> > >&&)
  [15] VoxelGenerator::createWorleyGradient(unsigned int) [239] Shader::~Shader() [255] std::vector<std::shared_ptr<std::atomic<bool> >, std::allocator<std::shared_ptr<std::atomic<bool> > > >::_M_default_append(unsigned long)
  [19] VoxelGenerator::eval(float, float, float, int) [11] Skybox::initialize(float, float, int, int) [256] std::vector<std::unique_ptr<std::thread, std::default_delete<std::thread> >, std::allocator<std::unique_ptr<std::thread, std::default_delete<std::thread> > > >::_M_default_append(unsigned long)
 [242] VoxelGenerator::clear() [67] Skybox::draw(Matrix&) [63] void std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > >::_M_realloc_insert<std::pair<Vec2, Chunk*> const&>(__gnu_cxx::__normal_iterator<std::pair<Vec2, Chunk*>*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > > >, std::pair<Vec2, Chunk*> const&)
  [17] VoxelGenerator::Noise2D(float, float, float, float, float, int, int, float, float) [250] Skybox::clear() [76] void std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > >::_M_realloc_insert<std::pair<Vec2, Chunk*> >(__gnu_cxx::__normal_iterator<std::pair<Vec2, Chunk*>*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > > >, std::pair<Vec2, Chunk*>&&)
 [176] ResourceManager::bindTextures() [225] Texture::Texture(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [22] void std::vector<std::pair<Chunk::bloc*, unsigned int>, std::allocator<std::pair<Chunk::bloc*, unsigned int> > >::_M_realloc_insert<std::pair<Chunk::bloc*, unsigned int> >(__gnu_cxx::__normal_iterator<std::pair<Chunk::bloc*, unsigned int>*, std::vector<std::pair<Chunk::bloc*, unsigned int>, std::allocator<std::pair<Chunk::bloc*, unsigned int> > > >, std::pair<Chunk::bloc*, unsigned int>&&)
 [159] ResourceManager::getBlockTexture(int) [12] Texture::Texture(float) [49] void std::vector<std::pair<float, unsigned int>, std::allocator<std::pair<float, unsigned int> > >::_M_realloc_insert<std::pair<float, unsigned int> >(__gnu_cxx::__normal_iterator<std::pair<float, unsigned int>*, std::vector<std::pair<float, unsigned int>, std::allocator<std::pair<float, unsigned int> > > >, std::pair<float, unsigned int>&&)
 [243] ResourceManager::loadPack() [251] Texture::~Texture() [171] std::vector<float, std::allocator<float> >::_M_default_append(unsigned long)
 [244] RectangularCuboid::initialize() [172] appWindow::getWindowSize(int*, int*) [179] void std::vector<unsigned int, std::allocator<unsigned int> >::_M_realloc_insert<unsigned int const&>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int const&)
  [51] RectangularCuboid::drawFaceInstance(Shader*, unsigned int, unsigned int, unsigned int, unsigned int) [177] appWindow::getWindowWidth() [181] std::_Rb_tree<Vec2, std::pair<Vec2 const, Chunk*>, std::_Select1st<std::pair<Vec2 const, Chunk*> >, std::less<Vec2>, std::allocator<std::pair<Vec2 const, Chunk*> > >::equal_range(Vec2 const&)
 [245] RectangularCuboid::clear() [164] appWindow::getWindowHeight() [240] void std::_Rb_tree<Vec2, std::pair<Vec2 const, Chunk*>, std::_Select1st<std::pair<Vec2 const, Chunk*> >, std::less<Vec2>, std::allocator<std::pair<Vec2 const, Chunk*> > >::_M_assign_unique<std::pair<Vec2 const, Chunk*> const*>(std::pair<Vec2 const, Chunk*> const*, std::pair<Vec2 const, Chunk*> const*)
  [71] Loop::processInput()  [252] appWindow::init()      [84] std::pair<std::_Rb_tree_iterator<std::pair<Vec2 const, Chunk*> >, bool> std::_Rb_tree<Vec2, std::pair<Vec2 const, Chunk*>, std::_Select1st<std::pair<Vec2 const, Chunk*> >, std::less<Vec2>, std::allocator<std::pair<Vec2 const, Chunk*> > >::_M_emplace_unique<std::pair<Vec2, Chunk*>&>(std::pair<Vec2, Chunk*>&)
 [175] Vec2::Vec2()          [152] appWindow::getWindow() [81] std::pair<std::_Rb_tree_iterator<std::pair<Vec2 const, Chunk*> >, bool> std::_Rb_tree<Vec2, std::pair<Vec2 const, Chunk*>, std::_Select1st<std::pair<Vec2 const, Chunk*> >, std::less<Vec2>, std::allocator<std::pair<Vec2 const, Chunk*> > >::_M_emplace_unique<std::pair<Vec2, Chunk*> >(std::pair<Vec2, Chunk*>&&)
  [40] Vec2::Vec2(Vec2 const&) [39] AABB::isOnFrustum(Frustum const&) const [241] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> > >::equal_range(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [150] Vec2::Vec2(int, int)  [145] Vec2::getLength() const [236] std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> > >::_M_emplace_unique<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Shader::shaderCommonData> >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Shader::shaderCommonData>&&)
 [144] Vec2::operator=(Vec2 const&) [143] Vec2::isSmaller(Vec2 const&) const [237] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  [42] Vec3::Vec3(Vec3 const&) [146] Vec2::operator<(Vec2 const&) const [257] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData> > >::equal_range(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
